The document id, The normalized weight of the word in the document
372.html, 0.018
373.html, 0.016
374.html, 0.094
375.html, 0.068
340.html, 0.037
346.html, 0.033
347.html, 0.039
356.html, 0.089
361.html, 0.070
371.html, 0.045
374.html, 0.050
374.html, 0.176
375.html, 0.128
341.html, 0.133
374.html, 0.176
365.html, 0.229
341.html, 0.133
365.html, 0.229
342.html, 0.027
345.html, 0.058
346.html, 0.025
352.html, 0.038
365.html, 0.025
374.html, 0.039
375.html, 0.057
376.html, 0.027
377.html, 0.028
342.html, 0.246
365.html, 0.229
344.html, 0.250
337.html, 0.461
363.html, 0.139
340.html, 0.024
346.html, 0.021
354.html, 0.023
357.html, 0.053
358.html, 0.023
360.html, 0.021
365.html, 0.083
370.html, 0.041
374.html, 0.064
375.html, 0.023
376.html, 0.022
375.html, 0.256
345.html, 0.259
376.html, 0.243
372.html, 0.543
357.html, 0.581
345.html, 0.065
355.html, 0.062
359.html, 0.060
364.html, 0.048
363.html, 0.093
370.html, 0.075
374.html, 0.471
342.html, 0.123
347.html, 0.138
354.html, 0.128
365.html, 0.114
347.html, 0.276
342.html, 0.246
349.html, 0.485
371.html, 0.312
354.html, 0.255
354.html, 0.510
368.html, 0.279
318.html, 0.827
336.html, 0.549
338.html, 0.025
344.html, 0.028
348.html, 0.028
351.html, 0.022
358.html, 0.029
359.html, 0.027
369.html, 0.027
372.html, 0.030
376.html, 0.027
344.html, 0.125
346.html, 0.114
001.html, 0.020
002.html, 0.026
011.html, 0.029
019.html, 0.009
027.html, 0.019
043.html, 0.004
057.html, 0.253
073.html, 0.214
101.html, 0.024
147.html, 0.040
152.html, 0.039
182.html, 0.252
187.html, 0.222
209.html, 0.056
219.html, 0.079
234.html, 0.039
240.html, 0.050
242.html, 0.095
246.html, 0.065
249.html, 0.037
277.html, 0.019
279.html, 0.010
280.html, 0.015
281.html, 0.059
282.html, 0.026
284.html, 0.045
286.html, 0.042
287.html, 0.017
289.html, 0.017
292.html, 0.058
298.html, 0.094
299.html, 0.078
300.html, 0.040
301.html, 0.020
303.html, 0.038
304.html, 0.044
307.html, 0.125
308.html, 0.027
311.html, 0.038
315.html, 0.021
321.html, 0.043
322.html, 0.079
323.html, 0.016
326.html, 0.109
328.html, 0.152
329.html, 0.206
331.html, 0.023
344.html, 0.004
377.html, 0.005
421.html, 0.020
425.html, 0.020
428.html, 0.044
437.html, 0.003
445.html, 0.049
448.html, 0.185
484.html, 0.047
298.html, 0.404
434.html, 0.073
043.html, 0.201
114.html, 0.502
167.html, 1.397
282.html, 0.082
433.html, 0.010
435.html, 0.012
436.html, 0.016
001.html, 0.039
078.html, 0.146
152.html, 0.037
208.html, 0.113
234.html, 0.126
240.html, 0.024
269.html, 0.025
280.html, 0.028
282.html, 0.068
286.html, 0.082
303.html, 0.072
307.html, 0.074
331.html, 0.044
333.html, 0.031
340.html, 0.009
398.html, 0.122
401.html, 0.120
403.html, 0.079
405.html, 0.079
407.html, 0.078
410.html, 0.079
416.html, 0.039
418.html, 0.040
421.html, 0.039
425.html, 0.078
429.html, 0.080
431.html, 0.079
433.html, 0.002
434.html, 0.003
133.html, 0.125
277.html, 0.059
399.html, 0.195
400.html, 0.198
402.html, 0.191
404.html, 0.190
406.html, 0.190
409.html, 0.190
411.html, 0.195
412.html, 0.064
413.html, 0.195
414.html, 0.064
415.html, 0.189
417.html, 0.189
417.html, 0.189
422.html, 0.190
424.html, 0.191
433.html, 0.003
008.html, 4.451
343.html, 0.322
349.html, 0.242
363.html, 0.139
022.html, 0.039
026.html, 0.066
028.html, 0.130
051.html, 0.252
106.html, 0.185
150.html, 0.339
156.html, 0.102
187.html, 0.248
331.html, 0.026
339.html, 0.032
344.html, 0.010
345.html, 0.031
346.html, 0.018
348.html, 0.010
353.html, 0.013
360.html, 0.019
362.html, 0.012
363.html, 0.011
364.html, 0.015
375.html, 0.010
377.html, 0.041
381.html, 0.025
397.html, 0.031
408.html, 0.070
427.html, 0.065
033.html, 1.916
043.html, 0.057
119.html, 0.163
141.html, 0.265
163.html, 0.479
351.html, 0.028
360.html, 0.034
355.html, 0.247
022.html, 0.097
028.html, 0.162
033.html, 0.671
219.html, 0.445
229.html, 0.367
243.html, 0.067
270.html, 0.188
339.html, 0.026
360.html, 0.047
376.html, 0.024
043.html, 0.100
137.html, 0.343
011.html, 0.126
019.html, 0.013
029.html, 0.347
037.html, 0.094
040.html, 0.043
043.html, 0.048
047.html, 0.049
068.html, 0.179
083.html, 0.378
086.html, 0.268
101.html, 0.070
156.html, 0.022
181.html, 0.011
188.html, 0.094
189.html, 0.096
192.html, 0.245
196.html, 0.179
205.html, 0.056
211.html, 0.110
243.html, 0.035
247.html, 0.082
324.html, 0.097
339.html, 0.007
340.html, 0.007
342.html, 0.019
344.html, 0.020
346.html, 0.006
365.html, 0.006
383.html, 0.107
389.html, 0.119
390.html, 0.292
392.html, 0.022
397.html, 0.021
408.html, 0.093
419.html, 0.098
426.html, 0.089
427.html, 0.086
492.html, 0.115
499.html, 1.070
500.html, 0.602
501.html, 0.361
502.html, 0.684
503.html, 1.105
353.html, 0.314
146.html, 0.210
160.html, 1.105
389.html, 0.181
392.html, 0.165
397.html, 0.157
009.html, 0.255
011.html, 0.228
029.html, 0.314
037.html, 0.341
068.html, 0.971
126.html, 0.798
260.html, 0.225
356.html, 0.620
370.html, 0.224
347.html, 0.069
358.html, 0.065
362.html, 0.077
377.html, 0.063
019.html, 0.254
382.html, 0.682
367.html, 0.327
141.html, 0.928
382.html, 0.682
141.html, 1.856
338.html, 0.018
341.html, 0.022
342.html, 0.062
343.html, 0.148
344.html, 0.021
345.html, 0.022
346.html, 0.010
348.html, 0.021
349.html, 0.020
351.html, 0.025
352.html, 0.028
355.html, 0.021
359.html, 0.020
360.html, 0.030
361.html, 0.031
362.html, 0.039
364.html, 0.032
368.html, 0.012
369.html, 0.010
370.html, 0.009
372.html, 0.023
375.html, 0.011
376.html, 0.071
377.html, 0.032
352.html, 0.339
339.html, 0.088
340.html, 0.173
349.html, 0.323
395.html, 1.267
396.html, 2.340
337.html, 0.154
362.html, 0.103
372.html, 0.090
433.html, 0.061
346.html, 0.228
347.html, 0.276
064.html, 0.204
303.html, 0.028
337.html, 0.024
338.html, 0.012
342.html, 0.026
343.html, 0.017
344.html, 0.013
345.html, 0.014
347.html, 0.029
349.html, 0.026
351.html, 0.010
355.html, 0.013
356.html, 0.098
358.html, 0.014
360.html, 0.025
365.html, 0.012
370.html, 0.047
372.html, 0.014
377.html, 0.027
343.html, 0.322
375.html, 0.256
429.html, 0.582
431.html, 0.574
074.html, 0.371
152.html, 0.090
249.html, 0.087
298.html, 0.135
303.html, 0.088
501.html, 0.300
348.html, 0.255
347.html, 0.276
343.html, 0.322
001.html, 0.113
043.html, 0.007
064.html, 0.064
120.html, 0.419
147.html, 0.037
181.html, 0.015
182.html, 0.157
248.html, 0.061
272.html, 0.034
301.html, 0.037
303.html, 0.035
304.html, 0.049
313.html, 0.057
338.html, 0.007
339.html, 0.053
398.html, 0.157
401.html, 0.155
403.html, 0.115
405.html, 0.115
407.html, 0.114
410.html, 0.115
412.html, 0.116
414.html, 0.115
416.html, 0.114
418.html, 0.115
421.html, 0.113
425.html, 0.076
429.html, 0.116
431.html, 0.115
437.html, 0.003
354.html, 0.255
364.html, 0.194
341.html, 0.038
343.html, 0.046
346.html, 0.033
351.html, 0.028
360.html, 0.034
361.html, 0.070
369.html, 0.034
341.html, 0.533
345.html, 0.130
357.html, 0.290
375.html, 0.256
425.html, 1.133
356.html, 1.240
235.html, 0.123
289.html, 0.054
401.html, 0.129
403.html, 0.127
405.html, 0.128
430.html, 0.760
432.html, 0.755
433.html, 0.014
435.html, 0.008
398.html, 1.181
363.html, 0.278
340.html, 0.037
355.html, 0.035
358.html, 0.037
364.html, 0.028
369.html, 0.034
370.html, 0.032
372.html, 0.039
309.html, 0.145
465.html, 0.411
466.html, 0.668
467.html, 1.597
469.html, 0.978
492.html, 0.156
498.html, 0.171
433.html, 0.020
434.html, 0.024
437.html, 0.029
368.html, 0.279
117.html, 1.331
152.html, 0.090
309.html, 0.084
353.html, 0.209
435.html, 0.012
437.html, 0.014
360.html, 0.236
022.html, 0.057
043.html, 0.012
076.html, 0.118
082.html, 0.069
119.html, 0.067
137.html, 0.040
226.html, 0.113
269.html, 0.043
279.html, 0.069
282.html, 0.116
298.html, 0.048
303.html, 0.309
304.html, 0.029
307.html, 0.032
309.html, 0.030
328.html, 0.063
351.html, 0.012
152.html, 0.270
323.html, 0.453
076.html, 1.000
277.html, 1.070
182.html, 4.701
333.html, 0.454
349.html, 0.485
343.html, 0.322
336.html, 0.549
339.html, 0.132
349.html, 0.485
352.html, 0.339
370.html, 0.448
367.html, 0.327
372.html, 0.271
372.html, 0.271
372.html, 0.271
338.html, 0.221
345.html, 0.259
345.html, 0.259
460.html, 15.477
346.html, 0.046
356.html, 0.124
357.html, 0.116
364.html, 0.039
368.html, 0.056
340.html, 0.129
370.html, 0.112
372.html, 0.271
340.html, 0.012
342.html, 0.035
345.html, 0.025
349.html, 0.023
351.html, 0.019
352.html, 0.032
353.html, 0.015
355.html, 0.012
356.html, 0.030
360.html, 0.011
363.html, 0.013
364.html, 0.009
365.html, 0.011
367.html, 0.031
369.html, 0.011
372.html, 0.013
373.html, 0.012
374.html, 0.017
375.html, 0.037
376.html, 0.012
377.html, 0.012
352.html, 0.056
355.html, 0.041
359.html, 0.040
360.html, 0.039
367.html, 0.054
374.html, 0.059
343.html, 0.322
362.html, 0.310
105.html, 1.927
367.html, 0.327
344.html, 0.125
346.html, 0.114
437.html, 0.086
146.html, 2.105
340.html, 0.129
348.html, 0.127
435.html, 0.037
437.html, 0.086
433.html, 0.031
435.html, 0.037
136.html, 0.255
206.html, 3.599
229.html, 0.282
249.html, 0.120
250.html, 0.121
252.html, 0.081
263.html, 0.217
266.html, 0.088
269.html, 0.056
272.html, 0.078
280.html, 0.063
333.html, 0.035
423.html, 0.107
118.html, 0.070
119.html, 0.228
233.html, 0.112
249.html, 0.156
252.html, 0.105
281.html, 0.082
303.html, 0.053
311.html, 0.106
314.html, 0.362
315.html, 0.116
019.html, 0.046
026.html, 0.150
043.html, 0.018
082.html, 0.107
098.html, 0.341
105.html, 0.526
112.html, 0.626
298.html, 0.110
299.html, 0.080
301.html, 0.102
304.html, 0.179
112.html, 3.445
339.html, 0.053
345.html, 0.052
359.html, 0.048
369.html, 0.048
377.html, 0.051
337.html, 0.042
338.html, 0.020
342.html, 0.022
344.html, 0.045
345.html, 0.024
346.html, 0.021
347.html, 0.025
358.html, 0.023
359.html, 0.022
360.html, 0.086
363.html, 0.101
433.html, 0.031
435.html, 0.037
341.html, 0.266
343.html, 0.322
338.html, 0.044
339.html, 0.053
355.html, 0.049
362.html, 0.062
364.html, 0.077
343.html, 0.161
368.html, 0.140
343.html, 0.322
336.html, 0.549
352.html, 0.169
351.html, 0.197
338.html, 0.050
339.html, 0.060
340.html, 0.059
341.html, 0.012
342.html, 0.011
346.html, 0.010
347.html, 0.013
348.html, 0.046
349.html, 0.066
351.html, 0.054
353.html, 0.014
355.html, 0.011
359.html, 0.033
360.html, 0.011
364.html, 0.009
365.html, 0.052
368.html, 0.013
369.html, 0.033
372.html, 0.012
374.html, 0.016
375.html, 0.047
377.html, 0.023
341.html, 0.133
368.html, 0.140
340.html, 0.027
341.html, 0.014
342.html, 0.013
344.html, 0.013
345.html, 0.014
346.html, 0.024
347.html, 0.015
351.html, 0.010
352.html, 0.018
355.html, 0.013
358.html, 0.041
359.html, 0.013
360.html, 0.025
364.html, 0.020
365.html, 0.012
367.html, 0.017
374.html, 0.037
375.html, 0.013
377.html, 0.040
353.html, 0.314
351.html, 0.098
364.html, 0.097
344.html, 0.250
342.html, 0.246
349.html, 0.485
340.html, 0.052
341.html, 0.053
345.html, 0.052
358.html, 0.052
369.html, 0.048
358.html, 0.129
375.html, 0.256
375.html, 0.256
336.html, 0.084
338.html, 0.068
339.html, 0.081
348.html, 0.078
349.html, 0.037
351.html, 0.061
360.html, 0.055
364.html, 0.030
366.html, 0.101
368.html, 0.021
372.html, 0.021
374.html, 0.027
375.html, 0.020
337.html, 0.230
377.html, 0.127
340.html, 0.104
342.html, 0.049
344.html, 0.050
352.html, 0.068
357.html, 0.116
066.html, 0.320
112.html, 0.861
141.html, 0.464
308.html, 0.187
298.html, 0.323
300.html, 0.451
303.html, 1.575
309.html, 0.101
326.html, 0.204
303.html, 0.525
304.html, 0.247
308.html, 0.374
338.html, 0.074
349.html, 0.162
359.html, 0.081
338.html, 0.063
340.html, 0.074
345.html, 0.037
351.html, 0.056
359.html, 0.069
364.html, 0.028
371.html, 0.045
338.html, 0.033
339.html, 0.048
340.html, 0.016
341.html, 0.008
342.html, 0.022
343.html, 0.010
344.html, 0.030
345.html, 0.016
346.html, 0.014
347.html, 0.042
348.html, 0.039
349.html, 0.103
351.html, 0.042
352.html, 0.021
353.html, 0.029
355.html, 0.015
357.html, 0.158
358.html, 0.008
359.html, 0.015
361.html, 0.015
362.html, 0.038
364.html, 0.012
365.html, 0.021
367.html, 0.010
368.html, 0.025
369.html, 0.007
370.html, 0.020
372.html, 0.041
374.html, 0.011
375.html, 0.031
376.html, 0.037
377.html, 0.008
433.html, 0.002
342.html, 0.031
345.html, 0.032
348.html, 0.032
349.html, 0.061
357.html, 0.073
359.html, 0.030
374.html, 0.044
375.html, 0.064
347.html, 0.276
358.html, 0.258
352.html, 0.113
364.html, 0.065
372.html, 0.090
364.html, 0.194
339.html, 0.132
364.html, 0.097
376.html, 0.243
358.html, 0.258
005.html, 0.022
007.html, 0.044
015.html, 0.413
024.html, 0.898
032.html, 1.633
040.html, 0.117
048.html, 1.159
056.html, 0.749
064.html, 0.069
067.html, 0.129
072.html, 0.898
080.html, 0.162
089.html, 0.561
139.html, 0.116
168.html, 0.134
178.html, 0.147
195.html, 0.125
196.html, 0.243
198.html, 0.193
208.html, 0.117
211.html, 0.150
218.html, 0.227
228.html, 0.281
433.html, 0.004
434.html, 0.005
435.html, 0.005
436.html, 0.007
437.html, 0.003
433.html, 0.012
434.html, 0.015
435.html, 0.015
436.html, 0.019
437.html, 0.017
433.html, 0.061
434.html, 0.036
435.html, 0.037
005.html, 0.613
433.html, 0.123
437.html, 0.086
433.html, 0.031
437.html, 0.043
436.html, 0.093
064.html, 1.612
433.html, 0.010
434.html, 0.024
435.html, 0.024
436.html, 0.031
437.html, 0.029
433.html, 0.012
434.html, 0.015
435.html, 0.015
436.html, 0.019
437.html, 0.017
433.html, 0.061
433.html, 0.031
435.html, 0.037
434.html, 0.036
435.html, 0.037
435.html, 0.073
433.html, 0.012
434.html, 0.015
435.html, 0.015
436.html, 0.019
437.html, 0.017
433.html, 0.031
437.html, 0.043
433.html, 0.061
005.html, 0.613
364.html, 0.194
347.html, 0.138
363.html, 0.139
437.html, 0.086
133.html, 0.376
285.html, 0.508
298.html, 0.067
304.html, 0.411
309.html, 0.084
471.html, 3.811
423.html, 1.393
462.html, 5.327
301.html, 1.118
345.html, 0.259
373.html, 0.122
433.html, 0.031
277.html, 2.140
236.html, 0.764
358.html, 0.258
292.html, 0.807
367.html, 0.327
361.html, 0.245
433.html, 0.020
434.html, 0.024
435.html, 0.049
303.html, 1.050
310.html, 0.492
323.html, 0.906
373.html, 0.487
002.html, 0.028
027.html, 0.226
159.html, 0.089
172.html, 0.472
197.html, 0.296
279.html, 0.022
289.html, 0.037
290.html, 0.109
292.html, 0.031
297.html, 0.140
298.html, 0.016
303.html, 0.020
311.html, 0.041
363.html, 0.011
377.html, 0.010
378.html, 1.092
379.html, 0.278
380.html, 0.057
381.html, 0.024
383.html, 0.222
385.html, 0.230
386.html, 0.470
388.html, 0.038
390.html, 0.107
392.html, 0.064
393.html, 0.128
034.html, 0.339
304.html, 0.123
381.html, 0.157
386.html, 0.382
066.html, 0.549
290.html, 0.203
325.html, 0.263
331.html, 0.092
361.html, 0.035
372.html, 0.039
437.html, 0.012
027.html, 0.213
197.html, 0.461
222.html, 0.237
289.html, 0.048
292.html, 0.081
361.html, 0.024
378.html, 0.473
380.html, 0.074
383.html, 0.058
386.html, 0.306
007.html, 0.207
197.html, 0.513
289.html, 0.161
027.html, 0.356
197.html, 0.256
289.html, 0.080
378.html, 2.102
383.html, 1.156
385.html, 0.285
378.html, 1.577
106.html, 0.220
174.html, 0.143
197.html, 0.073
234.html, 0.035
240.html, 0.033
244.html, 0.103
276.html, 0.115
277.html, 0.051
283.html, 0.055
289.html, 0.276
290.html, 0.068
294.html, 0.170
295.html, 0.079
333.html, 0.022
340.html, 0.012
344.html, 0.012
378.html, 0.451
381.html, 0.120
383.html, 0.083
388.html, 0.047
462.html, 0.036
150.html, 0.847
289.html, 0.483
296.html, 0.801
333.html, 0.113
348.html, 0.051
354.html, 0.051
355.html, 0.049
365.html, 0.046
375.html, 0.051
031.html, 1.905
182.html, 1.175
310.html, 0.246
319.html, 0.850
369.html, 0.239
354.html, 0.255
163.html, 3.353
462.html, 0.761
466.html, 2.340
433.html, 0.015
434.html, 0.018
435.html, 0.037
436.html, 0.047
156.html, 0.854
156.html, 0.854
466.html, 2.340
022.html, 0.965
022.html, 1.931
360.html, 0.236
348.html, 0.127
376.html, 0.122
360.html, 0.236
034.html, 2.712
050.html, 9.368
050.html, 1.441
050.html, 1.441
118.html, 0.352
463.html, 3.726
462.html, 0.380
463.html, 1.863
354.html, 0.255
361.html, 0.245
489.html, 10.935
345.html, 0.259
367.html, 0.327
347.html, 0.965
367.html, 1.796
347.html, 0.276
367.html, 0.327
367.html, 0.327
347.html, 0.276
367.html, 0.163
347.html, 0.138
367.html, 0.163
367.html, 0.327
340.html, 0.024
354.html, 0.023
359.html, 0.044
364.html, 0.018
369.html, 0.022
438.html, 277.222
439.html, 185.316
440.html, 244.775
441.html, 228.636
442.html, 142.898
444.html, 254.040
301.html, 1.118
105.html, 1.927
147.html, 0.373
304.html, 0.165
065.html, 3.811
298.html, 0.101
304.html, 0.617
308.html, 0.187
309.html, 0.507
005.html, 0.153
304.html, 0.123
308.html, 1.121
309.html, 0.507
062.html, 1.612
459.html, 0.899
462.html, 0.761
277.html, 0.416
308.html, 0.166
339.html, 0.044
340.html, 0.029
343.html, 0.018
348.html, 0.014
349.html, 0.054
351.html, 0.022
352.html, 0.019
355.html, 0.014
358.html, 0.014
359.html, 0.027
360.html, 0.026
361.html, 0.014
362.html, 0.017
364.html, 0.011
369.html, 0.093
377.html, 0.014
349.html, 0.097
351.html, 0.157
370.html, 0.045
372.html, 0.054
374.html, 0.071
358.html, 0.129
372.html, 0.136
339.html, 0.263
339.html, 0.132
369.html, 0.119
052.html, 2.661
003.html, 0.369
005.html, 0.014
019.html, 0.012
028.html, 0.074
036.html, 0.094
042.html, 0.141
043.html, 0.014
044.html, 0.050
050.html, 0.131
099.html, 0.087
104.html, 0.114
150.html, 0.154
151.html, 1.270
154.html, 0.154
169.html, 0.191
179.html, 0.034
181.html, 0.020
197.html, 0.105
202.html, 0.090
338.html, 0.005
339.html, 0.191
340.html, 0.106
342.html, 0.006
346.html, 0.005
348.html, 0.006
349.html, 0.209
358.html, 0.129
359.html, 0.104
360.html, 0.011
361.html, 0.006
362.html, 0.014
363.html, 0.006
365.html, 0.016
369.html, 0.092
372.html, 0.006
375.html, 0.012
376.html, 0.039
377.html, 0.138
382.html, 0.015
397.html, 0.018
426.html, 0.076
427.html, 0.111
446.html, 0.038
502.html, 0.078
353.html, 0.314
387.html, 1.711
043.html, 0.040
433.html, 0.012
435.html, 0.015
436.html, 0.019
437.html, 0.017
433.html, 0.061
433.html, 0.012
434.html, 0.015
435.html, 0.015
436.html, 0.019
437.html, 0.017
043.html, 0.033
091.html, 0.407
364.html, 0.032
365.html, 0.038
436.html, 0.016
437.html, 0.014
433.html, 0.012
434.html, 0.015
435.html, 0.044
436.html, 0.037
437.html, 0.017
002.html, 0.029
019.html, 0.071
026.html, 0.099
027.html, 0.011
028.html, 0.097
034.html, 0.054
036.html, 0.247
043.html, 0.016
044.html, 0.044
055.html, 0.098
063.html, 0.165
071.html, 0.229
076.html, 0.020
077.html, 0.296
084.html, 0.219
106.html, 0.185
125.html, 0.092
143.html, 0.126
146.html, 0.084
150.html, 0.373
151.html, 1.118
154.html, 0.034
161.html, 0.044
181.html, 0.009
184.html, 0.073
202.html, 0.158
222.html, 0.024
331.html, 0.013
338.html, 0.106
340.html, 0.005
344.html, 0.010
345.html, 0.010
348.html, 0.199
349.html, 0.029
353.html, 0.006
355.html, 0.010
358.html, 0.021
359.html, 0.005
361.html, 0.010
362.html, 0.006
363.html, 0.133
364.html, 0.004
365.html, 0.069
370.html, 0.004
376.html, 0.141
377.html, 0.005
382.html, 0.014
423.html, 0.028
426.html, 0.067
427.html, 0.065
355.html, 0.247
249.html, 0.173
250.html, 0.522
308.html, 0.249
298.html, 0.202
303.html, 0.263
005.html, 0.088
147.html, 0.160
298.html, 0.347
309.html, 0.289
434.html, 0.010
435.html, 0.010
437.html, 0.012
434.html, 0.036
435.html, 0.037
461.html, 0.414
462.html, 0.507
498.html, 1.200
143.html, 0.524
194.html, 0.315
249.html, 0.130
250.html, 0.522
252.html, 0.263
254.html, 0.147
257.html, 1.582
259.html, 0.327
338.html, 0.037
348.html, 0.021
359.html, 0.020
365.html, 0.019
022.html, 0.965
338.html, 0.025
346.html, 0.025
348.html, 0.028
349.html, 0.135
353.html, 0.017
355.html, 0.027
358.html, 0.072
359.html, 0.013
362.html, 0.017
363.html, 0.046
365.html, 0.013
368.html, 0.016
370.html, 0.012
372.html, 0.015
373.html, 0.014
374.html, 0.020
376.html, 0.041
377.html, 0.028
360.html, 0.158
363.html, 0.093
372.html, 0.271
345.html, 0.086
360.html, 0.079
372.html, 0.090
215.html, 1.382
238.html, 1.338
043.html, 0.201
372.html, 0.271
005.html, 0.613
169.html, 8.383
005.html, 0.307
318.html, 0.827
340.html, 0.259
364.html, 0.194
346.html, 0.228
298.html, 0.404
289.html, 0.241
351.html, 0.098
433.html, 0.015
434.html, 0.018
435.html, 0.018
437.html, 0.022
289.html, 0.483
361.html, 0.489
351.html, 0.197
380.html, 0.736
386.html, 0.764
385.html, 0.854
002.html, 0.045
152.html, 0.034
184.html, 0.459
289.html, 0.030
292.html, 0.050
311.html, 0.132
378.html, 0.591
379.html, 0.151
380.html, 0.046
383.html, 0.036
385.html, 0.374
386.html, 0.573
387.html, 0.107
390.html, 0.043
393.html, 0.104
395.html, 0.158
435.html, 0.073
